intent,web_ref,title,price,suburb,city,property_type,beds,baths,availability,deposit,lease_period,address,agent,phones,whatsapp_links,exclude_tags,url
buy,AP22540,1 Bedroom Apartment For Sale in Garsfontein,"R1,050,000",Garsfontein,Pretoria,Apartment,1,1,,,,"LIFE RIGHS-Luxury Retirement Estate 1 Bedroom Assisted Living Unit for Sale in Garsfontein, Pretoria",Vinette Smit,0826529627; 012 348 0123,[0826529627](https://wa.me/27826529627),retirement; assisted-living,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/garsfontein/apartment/1809935/
buy,AP22746,5 Bedroom House For Sale in Model Park,"R4,200,000",Model Park,Witbank,House,5,4.5,,,,,Willa Lombard,082 566 1354; 013 590 0665,[082 566 1354](https://wa.me/27825661354),,https://www.appleproperty.co.za/results/residential/for-sale/witbank/model-park/house/2191142/
buy,AP22215,3 Bedroom House For Sale in Brooklands Lifestyle Estate,"R3,050,000",Brooklands Lifestyle Estate,Centurion,House,3,2.5,,,,"2997 Plate Thorn Crescent, Brooklands Lifestyle Estate, Centurion",Shogan Naidoo,072 430 6757,[072 430 6757](https://wa.me/27724306757),,https://www.appleproperty.co.za/results/residential/for-sale/centurion/brooklands-lifestyle-estate/house/1664610/2997-plate-thorn-crescent/
buy,AP23793,2 Bedroom Apartment For Sale in Pretoria Central,"R645,000",Pretoria Central,Pretoria,Apartment,2,2,,,,,Vinette Smit,0826529627; 012 348 0123,[0826529627](https://wa.me/27826529627),retirement,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/pretoria-central/apartment/3016537/
buy,AP23927,3 Bedroom Simplex For Sale in Del Judor,"R1,600,000",Del Judor,Witbank,Simplex,3,2,,,,,Charlotte Erasmus,082 444 5332; 013 590 0665,[082 444 5332](https://wa.me/27824445332),,https://www.appleproperty.co.za/results/residential/for-sale/witbank/del-judor/simplex/3075244/
buy,AP21331,"50,000m2 Vacant Land For Sale in Zwavelpoort AH","R4,900,000",Zwavelpoort Ah,Pretoria,Vacant Land,,,,,,"1 Graham rd, Zwavelpoort AH, Pretoria",Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/zwavelpoort-ah/vacant-land/1193879/1-graham-rd/
buy,AP23696,3 Bedroom Townhouse For Sale in La Montagne,"R1,695,000",La Montagne,Pretoria,Townhouse,3,2,,,,,Hannelize Wilken,084 580 8700; 012 348 0123,[084 580 8700](https://wa.me/27845808700),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/la-montagne/townhouse/2967578/
buy,AP20325,2 Bedroom Apartment For Sale in Menlyn,"R3,995,000",Menlyn,Pretoria,Apartment,2,2,,,,,Andre Sciocatti,082 930 7386; 012 348 0123,[082 930 7386](https://wa.me/27829307386),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/menlyn/apartment/862526/
buy,AP23892,4 Bedroom House For Sale in Waterkloof Ridge,"R7,500,000",Waterkloof Ridge,Pretoria,House,4,4,,,,,Vivienne Doeg,082 301 6767; 012 348 0123,[082 301 6767](https://wa.me/27823016767),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/waterkloof-ridge/house/3047689/
buy,AP24113,3 Bedroom Freehold For Sale in Wingate Park,"R2,400,000",Wingate Park,Pretoria,Freehold,3,2,,,,,Retha Veldsman,082 928 7803; 012 348 0123,[082 928 7803](https://wa.me/27829287803),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/wingate-park/freehold/3163516/
buy,AP19049,2 Bedroom House For Sale in Mookgopong,"R550,000",Mookgopong,Mookgopong,House,2,2,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/house/846182/
buy,AP20557,3 Bedroom House For Sale in Constantia Resort,"R1,300,000",Constantia Resort,Mookgopong,House,3,2,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/constantia-resort/house/904824/
buy,AP19814,"17,100m2 Smallholding For Sale in Shere","R8,545,000",Shere,Pretoria,Smallholding,4,2.5,,,,,Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/shere/smallholding/851207/
buy,AP23949,2 Bedroom Package Home For Sale in Silver Lakes,"R5,465,000",Silver Lakes,Pretoria,Package Home,2,2.5,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),retirement,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/silver-lakes/package-home/3080563/
buy,AP23285,898m2 Vacant Land For Sale in Silverwoods Country Estate,"R2,500,000",Silverwoods Country Estate,Pretoria,Vacant Land,,,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/silverwoods-country-estate/vacant-land/2718884/
buy,AP23311,"297,400m2 Farm For Sale in Mooiplaats AH","R9,200,000",Mooiplaats Ah,Pretoria,Farm,5,3,,,,"353 Groen pad, Mooiplaats AH, Pretoria",Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/mooiplaats-ah/farm/2733584/353-groen-pad/
buy,AP23778,3 Bedroom Sectional Title For Sale in Ben Fleur,"R1,499,000",Ben Fleur,Witbank,Sectional Title,3,2,,,,,Charlotte Erasmus,082 444 5332; 013 590 0665,[082 444 5332](https://wa.me/27824445332),,https://www.appleproperty.co.za/results/residential/for-sale/witbank/ben-fleur/sectional-title/3012393/
buy,AP23027,67Ha Farm For Sale in Mookgopong,"R3,180,000",Mookgopong,Mookgopong,Farm,4,3,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/farm/2377151/
buy,AP20229,160Ha Farm For Sale in Mookgopong,"R10,600,000",Mookgopong,Mookgopong,Farm,3,3,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/farm/845094/
buy,AP24152,3 Bedroom Townhouse For Sale in Six Fountains Residential Estate,"R2,360,000",Six Fountains Residential Estate,Pretoria,Townhouse,3,2.5,,,,"777 ARVADA, 2205 Maries Place, Six Fountains Residential Estate, Pretoria",Fransie Pienaar,082 338 3037; 012 348 0123,[082 338 3037](https://wa.me/27823383037),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/six-fountains-residential-estate/townhouse/3184627/777-arvada-2205-maries-place/
buy,AP23966,3 Bedroom Package Home For Sale in Silver Lakes,"R5,919,000",Silver Lakes,Pretoria,Package Home,3,3.5,,,,,Andre Sciocatti,082 930 7386; 012 348 0123; 082 551 7990,[082 930 7386](https://wa.me/27829307386); [082 551 7990](https://wa.me/27825517990),retirement,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/silver-lakes/package-home/3085284/
buy,AP22557,400m2 Vacant Land For Sale in Negester Klein-Kariba,"R700,000",Negester Klein Kariba,Bela Bela,Vacant Land,,,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),retirement,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/negester-klein-kariba/vacant-land/1812850/
buy,AP23637,5 Bedroom House For Sale in Six Fountains Residential Estate,"R11,000,000",Six Fountains Residential Estate,Pretoria,House,5,5.5,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/six-fountains-residential-estate/house/2940682/
buy,AP24115,2 Bedroom Apartment Sold in Lynnwood Glen,"R750,000",Lynnwood Glen,Pretoria,Apartment,2,1,,,,,Este Moolman,083 268 0736; 012 348 0123,[083 268 0736](https://wa.me/27832680736),sold,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/lynnwood-glen/apartment/3165231/
buy,AP15156,"2,161m2 Vacant Land For Sale in Ben Fleur","R4,500,000",Ben Fleur,Witbank,Vacant Land,,,,,,,Willa Lombard,082 566 1354; 013 590 0665,[082 566 1354](https://wa.me/27825661354),,https://www.appleproperty.co.za/results/residential/for-sale/witbank/ben-fleur/vacant-land/850092/
buy,AP23370,8.60Ha Vacant Land For Sale in Bela Bela Rural,"R560,000",Bela Bela Rural,Bela Bela,Vacant Land,,,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela-rural/vacant-land/2784347/
buy,AP24100,1 Bedroom Apartment For Sale in Newlands,"R1,250,000",Newlands,Pretoria,Apartment,1,1,,,,,Petro Sciocatti,082 551 7990; 012 348 0123; 082 930 7386,[082 551 7990](https://wa.me/27825517990); [082 930 7386](https://wa.me/27829307386),retirement; assisted-living,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/newlands/apartment/3153559/
buy,AP8606,4 Bedroom Golf Estate For Sale in Euphoria Golf Estate,"R3,700,000",Euphoria Golf Estate,Mookgopong,Golf Estate,4,3,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/euphoria-golf-estate/golf-estate/844042/
buy,AP24137,9.40Ha Smallholding For Sale in Bela Bela,"R2,625,000",Bela Bela,Bela Bela,Smallholding,9,5,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela/smallholding/3175146/
buy,AP24102,"1,780Ha Farm For Sale in Alldays","R15,500,000",Alldays,Alldays,Farm,31,31,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/alldays/alldays/farm/3155622/
buy,AP22175,2 Bedroom Retirement Unit For Sale in Mookgopong,"R1,280,000",Mookgopong,Mookgopong,Retirement Unit,2,2,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),retirement,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/retirement-unit/1632146/
buy,AP18614,2 Bedroom Retirement Unit For Sale in Equestria,"R985,000",Equestria,Pretoria,Retirement Unit,2,1,,,,,Hannelize Wilken,084 580 8700; 012 348 0123,[084 580 8700](https://wa.me/27845808700),retirement; assisted-living,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/equestria/retirement-unit/845990/
buy,AP24112,2 Bedroom Sectional Title For Sale in Elarduspark,"R1,185,000",Elarduspark,Pretoria,Sectional Title,2,1,,,,,Retha Veldsman,082 928 7803; 012 348 0123,[082 928 7803](https://wa.me/27829287803),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/elarduspark/sectional-title/3163514/
buy,AP24067,4 Bedroom House For Sale in Ben Fleur,"R5,000,000",Ben Fleur,Witbank,House,4,2.5,,,,,Milena Kanka,013 590 0665,,,https://www.appleproperty.co.za/results/residential/for-sale/witbank/ben-fleur/house/3141978/
buy,AP22639,8.60Ha Smallholding For Sale in Bela Bela,"R580,000",Bela Bela,Bela Bela,Smallholding,,,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela/smallholding/1844356/
buy,AP23887,Golf Estate For Sale in Koro Creek Golf Estate,"R322,500",Koro Creek Golf Estate,Modimolle,Golf Estate,,,,,,,,065 921 3851; 065 851 0009,[065 921 3851](https://wa.me/27659213851); [065 851 0009](https://wa.me/27658510009),retirement,https://www.appleproperty.co.za/results/residential/for-sale/modimolle/koro-creek-golf-estate/golf-estate/3045109/
buy,AP2339,3 Bedroom Duplex For Sale in Ben Fleur,"R1,499,000",Ben Fleur,Witbank,Duplex,3,2.5,,,,,Charlotte Erasmus,082 444 5332; 013 590 0665,[082 444 5332](https://wa.me/27824445332),,https://www.appleproperty.co.za/results/residential/for-sale/witbank/ben-fleur/duplex/846424/
buy,AP24032,3 Bedroom House For Sale in Waterkloof Glen,"R2,590,000",Waterkloof Glen,Pretoria,House,3,2,,,,,Betsie Summerfield,083 488 4748; 012 348 0123,[083 488 4748](https://wa.me/27834884748),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/waterkloof-glen/house/3124454/
buy,AP23998,3 Bedroom House For Sale in Lynnwood Ridge,"R4,280,000",Lynnwood Ridge,Pretoria,House,3,2.5,,,,,Andre Sciocatti,082 930 7386; 012 348 0123; 082 551 7990,[082 930 7386](https://wa.me/27829307386); [082 551 7990](https://wa.me/27825517990),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/lynnwood-ridge/house/3107172/
buy,AP22249,2 Bedroom Apartment For Sale in Pretoriuspark,"R1,163,250",Pretoriuspark,Pretoria,Apartment,2,2,,,,,,061 409 4722; 012 348 0123,[061 409 4722](https://wa.me/27614094722),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/pretoriuspark/apartment/1711712/
buy,AP20561,"1,233m2 Vacant Land For Sale in Model Park","R1,100,000",Model Park,Witbank,Vacant Land,,,,,,,Willa Lombard,082 566 1354; 013 590 0665,[082 566 1354](https://wa.me/27825661354),,https://www.appleproperty.co.za/results/residential/for-sale/witbank/model-park/vacant-land/905038/
buy,AP23802,2 Bedroom Apartment For Sale in Sandton Central,"R1,295,000",Sandton Central,Sandton,Apartment,2,2,,,,"17 Summerfield village, 109 Wierda Road East, Sandton Central, Sandton",Shogan Naidoo,072 430 6757,[072 430 6757](https://wa.me/27724306757),,https://www.appleproperty.co.za/results/residential/for-sale/sandton/sandton-central/apartment/3017550/17-summerfield-village-109-wierda-road-east/
buy,AP23412,66Ha Farm For Sale in Mookgopong,"R3,700,000",Mookgopong,Mookgopong,Farm,3,3,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/farm/2803326/
buy,AP23277,951m2 Vacant Land For Sale in Silverwoods Country Estate,"R2,000,000",Silverwoods Country Estate,Pretoria,Vacant Land,,,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/silverwoods-country-estate/vacant-land/2718652/
buy,AP23276,"1,005m2 Vacant Land For Sale in Silverwoods Country Estate","R2,000,000",Silverwoods Country Estate,Pretoria,Vacant Land,,,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/silverwoods-country-estate/vacant-land/2718621/
buy,AP21799,5 Bedroom Gated Estate For Sale in Zwavelpoort AH,"R7,795,000",Zwavelpoort Ah,Pretoria,Gated Estate,5,4,,,,"1 Saint, Zwavelpoort AH, Pretoria",Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/zwavelpoort-ah/gated-estate/1356938/1-saint/
buy,AP24098,4 Bedroom House For Sale in Blue Valley Golf Estate,"R4,990,000",Blue Valley Golf Estate,Centurion,House,4,3,,,,"106 Gary Player Blvd, Blue Valley Golf Estate, Centurion",Shogan Naidoo,072 430 6757,[072 430 6757](https://wa.me/27724306757),,https://www.appleproperty.co.za/results/residential/for-sale/centurion/blue-valley-golf-estate/house/3152533/106-gary-player-blvd/
buy,AP23848,2 Bedroom Retirement Unit Sold in Bela Bela,"R880,000",Bela Bela,Bela Bela,Retirement Unit,2,1.5,,,,,,065 921 3851; 065 851 0009,[065 921 3851](https://wa.me/27659213851); [065 851 0009](https://wa.me/27658510009),sold; retirement,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela/retirement-unit/3030388/
buy,AP23302,3 Bedroom Retirement Unit For Sale in Equestria,"R2,095,000",Equestria,Pretoria,Retirement Unit,3,2,,,,,Hannelize Wilken,084 580 8700; 012 348 0123,[084 580 8700](https://wa.me/27845808700),retirement; assisted-living,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/equestria/retirement-unit/2730925/
buy,AP23746,2 Bedroom Apartment For Sale in Pretoria Central,"R475,000",Pretoria Central,Pretoria,Apartment,2,2,,,,"62 Prestige Park Retirement Centre, 314 Scheiding, Pretoria Central, Pretoria",Vinette Smit,0826529627; 012 348 0123,[0826529627](https://wa.me/27826529627),retirement,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/pretoria-central/apartment/2990260/62-prestige-park-retirement-centre-314-scheiding/
buy,AP24021,5 Bedroom Guest House For Sale in Bela Bela,"R1,940,000",Bela Bela,Bela Bela,Guest House,5,3,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela/guest-house/3119251/
buy,AP23263,3 Bedroom House For Sale in Model Park,"R1,710,000",Model Park,Witbank,House,3,3,,,,,Willa Lombard,082 566 1354; 013 590 0665,[082 566 1354](https://wa.me/27825661354),,https://www.appleproperty.co.za/results/residential/for-sale/witbank/model-park/house/2696761/
buy,AP17444,2 Bedroom Apartment For Sale in Hatfield,"R1,450,000",Hatfield,Pretoria,Apartment,2,2,,,,"1112 Duncan Court, 1226 Park Street, Hatfield, Pretoria",Rita Fitzgerald,083 228 9633; 012 348 0123,[083 228 9633](https://wa.me/27832289633),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/hatfield/apartment/846531/1112-duncan-court-1226-park-street/
buy,AP24127,1.20Ha Vacant Land For Sale in Buffelspoort Eco Estate,"R220,000",Buffelspoort Eco Estate,Bela Bela,Vacant Land,,,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/buffelspoort-eco-estate/vacant-land/3168885/
buy,AP23989,3 Bedroom Townhouse For Sale in Die Wilgers,"R1,610,000",Die Wilgers,Pretoria,Townhouse,3,2,,,,,Andre Sciocatti,082 930 7386; 012 348 0123,[082 930 7386](https://wa.me/27829307386),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/die-wilgers/townhouse/3104428/
buy,AP22002,3 Bedroom Sectional Title For Sale in Lynnwood,"R4,148,000",Lynnwood,Pretoria,Sectional Title,3,3,,,,,Marianne Kenny,072 456 1802; 012 348 0123; 082 930 7386,[072 456 1802](https://wa.me/27724561802); [082 930 7386](https://wa.me/27829307386),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/lynnwood/sectional-title/1477850/
buy,AP24138,2 Bedroom Townhouse For Sale in Faerie Glen,"R1,450,000",Faerie Glen,Pretoria,Townhouse,2,1,,,,"G111 Forest Place, 899 Koedoeberg street, Faerie Glen, Pretoria",Fransie Pienaar,082 338 3037; 012 348 0123,[082 338 3037](https://wa.me/27823383037),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/faerie-glen/townhouse/3175631/g111-forest-place-899-koedoeberg-street/
buy,AP21774,1 Bedroom Retirement Unit For Sale in Equestria,"R945,000",Equestria,Pretoria,Retirement Unit,1,1,,,,"Exciting new release for people older than 50 in sought after retirement village in Equestria, Pretoria East.",Hannelize Wilken,084 580 8700; 012 348 0123,[084 580 8700](https://wa.me/27845808700),retirement; assisted-living,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/equestria/retirement-unit/1348578/
buy,AP19205,"116,000m2 Smallholding For Sale in Rietvallei AH","R13,700,000",Rietvallei Ah,Pretoria,Smallholding,6,3,,,,,Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/rietvallei-ah/smallholding/844186/
buy,AP19600,2 Bedroom Retirement Unit For Sale in Equestria,"R965,000",Equestria,Pretoria,Retirement Unit,2,1,,,,,Hannelize Wilken,084 580 8700; 012 348 0123,[084 580 8700](https://wa.me/27845808700),retirement; assisted-living,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/equestria/retirement-unit/846086/
buy,AP23154,2 Bedroom Apartment For Sale in Newlands,"R1,040,000",Newlands,Pretoria,Apartment,2,1,,,,,Petro Sciocatti,082 551 7990; 012 348 0123; 082 930 7386,[082 551 7990](https://wa.me/27825517990); [082 930 7386](https://wa.me/27829307386),retirement,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/newlands/apartment/2467560/
buy,AP22545,300Ha Farm For Sale in Mookgopong,"R8,200,000",Mookgopong,Mookgopong,Farm,3,1,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/farm/1810527/
buy,AP24147,4 Bedroom House For Sale in Blue Valley Golf Estate,"R5,900,000",Blue Valley Golf Estate,Centurion,House,4,5,,,,,Shogan Naidoo,072 430 6757,[072 430 6757](https://wa.me/27724306757),,https://www.appleproperty.co.za/results/residential/for-sale/centurion/blue-valley-golf-estate/house/3178510/
buy,AP23423,1.50Ha Vacant Land For Sale in Buffelspoort Eco Estate,"R250,000",Buffelspoort Eco Estate,Bela Bela,Vacant Land,,,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/buffelspoort-eco-estate/vacant-land/2805197/
buy,AP23939,3 Bedroom Duplex For Sale in Centurion Golf Estate,"R3,100,000",Centurion Golf Estate,Centurion,Duplex,3,2.5,,,,,Magde Meyer,083 387 3437; 012 940 0099,[083 387 3437](https://wa.me/27833873437),,https://www.appleproperty.co.za/results/residential/for-sale/centurion/centurion-golf-estate/duplex/3079585/
buy,AP22917,5 Bedroom House For Sale in Six Fountains Residential Estate,"R8,999,000",Six Fountains Residential Estate,Pretoria,House,5,5.5,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/six-fountains-residential-estate/house/2331893/
buy,AP19950,3 Bedroom House For Sale in Mookgopong,"R2,100,000",Mookgopong,Mookgopong,House,3,2,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/house/846401/
buy,AP22400,1 Bedroom Apartment For Sale in Newlands,"R1,050,000",Newlands,Pretoria,Apartment,1,1,,,,,Petro Sciocatti,082 551 7990; 012 348 0123; 082 930 7386,[082 551 7990](https://wa.me/27825517990); [082 930 7386](https://wa.me/27829307386),retirement,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/newlands/apartment/1760450/
buy,AP18949,7 Bedroom House For Sale in Hoeveld Park,"R3,180,000",Hoeveld Park,Witbank,House,7,5.5,,,,,Willa Lombard,082 566 1354; 013 590 0665,[082 566 1354](https://wa.me/27825661354),,https://www.appleproperty.co.za/results/residential/for-sale/witbank/hoeveld-park/house/846248/
buy,AP23660,1.50Ha Vacant Land For Sale in Modimolle,"R499,000",Modimolle,Modimolle,Vacant Land,,,,,,"Conveniently located within easy driving distance of Bela-Bela, Modimolle, and only 1.5 hours from Pretoria",Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/modimolle/modimolle/vacant-land/2951793/
buy,AP17730,3 Bedroom House For Sale in Hoeveld Park,"R3,650,000",Hoeveld Park,Witbank,House,3,3,,,,,Willa Lombard,082 566 1354; 013 590 0665,[082 566 1354](https://wa.me/27825661354),,https://www.appleproperty.co.za/results/residential/for-sale/witbank/hoeveld-park/house/846418/
buy,AP21907,"1,000m2 Vacant Land For Sale in Boschkop AH","R1,550,000",Boschkop Ah,Pretoria,Vacant Land,,,,,,"603 Sabie Road, Boschkop AH, Pretoria",Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/boschkop-ah/vacant-land/1439506/603-sabie-road/
buy,AP23250,3 Bedroom House For Sale in Monument Park,"R2,600,000",Monument Park,Pretoria,House,3,2,,,,,Rina Verryne,083 269 0085; 012 348 0123,[083 269 0085](https://wa.me/27832690085),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/monument-park/house/2640967/
buy,AP23621,4 Bedroom House For Sale in Waterkloof,"R4,500,000",Waterkloof,Pretoria,House,4,3,,,,,Vivienne Doeg,082 301 6767; 012 348 0123,[082 301 6767](https://wa.me/27823016767),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/waterkloof/house/2931433/
buy,AP21703,3 Bedroom Sectional Title For Sale in Bela Bela,"R650,000",Bela Bela,Bela Bela,Sectional Title,3,2,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela/sectional-title/1314898/
buy,AP23382,1 Bedroom Sectional Title For Sale in Bela Bela,"R520,000",Bela Bela,Bela Bela,Sectional Title,1,1,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),retirement,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela/sectional-title/2786829/
buy,AP22319,3 Bedroom Apartment For Sale in Pretoriuspark,"R1,610,000",Pretoriuspark,Pretoria,Apartment,3,3,,,,,,061 409 4722; 012 348 0123,[061 409 4722](https://wa.me/27614094722),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/pretoriuspark/apartment/1734044/
buy,AP23956,3 Bedroom Package Home For Sale in Silver Lakes,"R5,665,000",Silver Lakes,Pretoria,Package Home,3,3.5,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),retirement,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/silver-lakes/package-home/3081347/
buy,AP23506,3 Bedroom Townhouse For Sale in Silverton,"R1,390,000",Silverton,Pretoria,Townhouse,3,2,,,,,Marianne Kenny,072 456 1802; 012 348 0123,[072 456 1802](https://wa.me/27724561802),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/silverton/townhouse/2894851/
buy,AP17759,1 Bedroom Apartment For Sale in Hatfield,"R1,350,000",Hatfield,Pretoria,Apartment,1,1,,,,"8181 Duncan Court, 1226 Park street, Hatfield, Pretoria",Rita Fitzgerald,083 228 9633; 012 348 0123,[083 228 9633](https://wa.me/27832289633),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/hatfield/apartment/847116/8181-duncan-court-1226-park-street/
buy,AP23404,3 Bedroom Sectional Title For Sale in Bela-Bela Ext 5,"R1,399,000",Bela Bela Ext 5,Bela Bela,Sectional Title,3,2,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela-ext-5/sectional-title/2795425/
buy,AP23274,928m2 Vacant Land For Sale in Silverwoods Country Estate,"R2,000,000",Silverwoods Country Estate,Pretoria,Vacant Land,,,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/silverwoods-country-estate/vacant-land/2718552/
